market,ticker,providerSymbol,nameKr,assetType,sourceUniverse,tier,strategy,riskLevel,goals,beginnerFit,tags,dataStatus,expectedCagr,beta,mdd,dividendYield,displayDividendYield,dividendPolicy,dividendSource,metricsSource,reviewTag,reviewReason,notes,marketCap,aum,sizeSource
KR,226490,226490,KODEX 코스피,ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,16.71,0.92,-41.27,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=1110969000000.0,,,
KR,237350,237350,KODEX 코스피100,ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,20.28,1.02,-36.72,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=1079485000000.0,,,
KR,243880,243880,TIGER 200IT레버리지,ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,50.04,2.86,-79.30,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=732372750000.0,,,
KR,251350,251350,KODEX MSCI선진국,ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,16.25,0.26,-31.17,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=534881250000.0,,,
KR,251600,251600,PLUS 고배당주채권혼합,ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,7.01,0.22,-21.77,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=742837500000.0,,,
KR,277630,277630,TIGER 코스피,ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,17.02,0.93,-40.88,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=521952000000.0,,,
KR,278540,278540,KODEX MSCI Korea TR,ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,18.96,1.04,-36.63,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=2946642500000.0,,,
KR,284430,284430,KODEX 200미국채혼합,ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,10.16,0.34,-16.97,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=2071430400000.0,,,
KR,290130,290130,RISE ESG사회책임투자,ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,23.64,1.05,-37.68,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=588300000000.0,,,
KR,293180,293180,HANARO 200,ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,20.58,1.00,-35.46,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=630615000000.0,,,
KR,295040,295040,SOL 200TR,ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,20.73,1.00,-35.35,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=630766500000.0,,,
KR,315930,315930,KODEX Top5PlusTR,ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,31.40,1.07,-37.08,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=1915141500000.0,,,
KR,315960,315960,RISE 대형고배당10TR,ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,34.72,1.11,-36.62,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=675536250000.0,,,
KR,329750,329750,TIGER 미국달러단기채권액티브,ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,6.19,-0.13,-16.18,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=573597900000.0,,,
KR,356540,356540,ACE 종합채권(AA-이상)액티브,ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,0.47,0.03,-12.49,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=1141015360000.0,,,
KR,361580,361580,RISE 200TR,ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,30.25,1.00,-33.78,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=585335000000.0,,,
KR,365780,365780,ACE 국고채10년,ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,-1.04,0.06,-18.99,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=637445970000.0,,,
KR,367760,367760,RISE 네트워크인프라,ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,41.99,1.30,-44.69,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=655332000000.0,,,
KR,379780,379780,RISE 미국S&P500,ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,20.28,0.17,-19.13,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=1530088000000.0,,,
KR,385510,385510,KODEX 신재생에너지액티브,ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,40.42,0.79,-34.95,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=551195750000.0,,,
KR,385560,385560,RISE KIS국고채30년Enhanced,ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,-7.54,0.11,-46.31,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=800959250000.0,,,
KR,390390,390390,KODEX 미국반도체,ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,44.31,0.65,-36.72,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=1332028500000.0,,,
KR,395160,395160,KODEX AI반도체TOP2플러스,ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,37.12,1.29,-42.38,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=2942940000000.0,,,
KR,423920,423920,TIGER 미국필라델피아반도체레버리지(합성),ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,81.18,1.55,-69.96,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=918041400000.0,,,
KR,434060,434060,KODEX TDF2050액티브 적격,ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,18.59,0.15,-12.20,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=627828000000.0,,,
KR,434730,434730,HANARO 원자력iSelect,ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,67.75,0.94,-29.27,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=1093216000000.0,,,
KR,436140,436140,SOL 종합채권(AA-이상)액티브,ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,2.36,0.01,-6.58,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=1290348380000.0,,,
KR,438080,438080,ACE 미국S&P500미국채혼합50액티브,ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,12.55,-0.02,-12.60,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=1085098000000.0,,,
KR,438100,438100,ACE 미국나스닥100미국채혼합50액티브,ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,15.20,0.02,-13.87,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=796800000000.0,,,
KR,438330,438330,TIGER 우량회사채액티브,ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,4.21,0.01,-2.61,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=587671560000.0,,,
KR,441640,441640,KODEX 미국배당커버드콜액티브,ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,17.11,0.02,-13.68,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=1591533750000.0,,,
KR,442580,442580,PLUS 글로벌HBM반도체,ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,91.95,1.27,-40.75,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=831079850000.0,,,
KR,444200,444200,SOL 코리아메가테크액티브,ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,62.36,0.94,-21.22,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=759556250000.0,,,
KR,446770,446770,ACE 글로벌반도체TOP4 Plus,ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,85.27,0.81,-29.73,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=1654425000000.0,,,
KR,447770,447770,TIGER 테슬라채권혼합Fn,ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,13.49,0.08,-21.08,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=573231750000.0,,,
KR,448290,448290,TIGER 미국S&P500(H),ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,17.54,0.21,-20.88,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=503730000000.0,,,
KR,448330,448330,KODEX 삼성전자채권혼합,ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,18.70,0.36,-14.34,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=1230605500000.0,,,
KR,449180,449180,KODEX 미국S&P500(H),ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,17.39,0.21,-20.79,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=919575000000.0,,,
KR,449190,449190,KODEX 미국나스닥100(H),ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,26.92,0.29,-25.76,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=584522000000.0,,,
KR,449450,449450,PLUS K방산,ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,84.59,0.52,-27.44,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=1611744150000.0,,,
KR,451000,451000,PLUS 종합채권(AA-이상)액티브,ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,2.49,0.01,-6.73,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=552820770000.0,,,
KR,451540,451540,TIGER 종합채권(AA-이상)액티브,ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,2.22,0.01,-6.49,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=1093894800000.0,,,
KR,455030,455030,KODEX 미국달러SOFR금리액티브(합성),ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,9.40,-0.10,-8.03,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=688262000000.0,,,
KR,455850,455850,SOL AI반도체소부장,ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,47.73,1.02,-48.53,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=1254596000000.0,,,
KR,456600,456600,TIME 글로벌AI인공지능액티브,ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,85.51,0.67,-37.10,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=2381067000000.0,,,
KR,456610,456610,TIGER 미국달러SOFR금리액티브(합성),ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,9.48,-0.10,-8.10,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=665940240000.0,,,
KR,457480,457480,ACE 테슬라밸류체인액티브,ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,35.41,0.25,-47.63,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=1225063750000.0,,,
KR,458250,458250,TIGER 미국30년국채스트립액티브(합성 H),ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,-11.48,0.17,-34.03,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=509717040000.0,,,
KR,458760,458760,TIGER 미국배당다우존스타겟커버드콜2호,ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,16.16,-0.00,-13.86,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=739777500000.0,,,
KR,462010,462010,TIGER 2차전지소재Fn,ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,-9.74,1.03,-78.18,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=815279250000.0,,,
KR,462330,462330,KODEX 2차전지산업레버리지,ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,-41.23,2.00,-96.04,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=875124000000.0,,,
KR,463250,463250,TIGER K방산&우주,ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,71.51,0.62,-30.09,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=898660000000.0,,,
KR,465580,465580,ACE 미국빅테크TOP7 Plus,ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,42.45,0.19,-30.11,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=1182150000000.0,,,
KR,466940,466940,TIGER 은행고배당플러스TOP10,ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,49.44,0.26,-20.02,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=891269500000.0,,,
KR,466950,466950,TIGER 글로벌AI액티브,ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,67.34,0.58,-36.48,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=539624700000.0,,,
KR,469070,469070,RISE AI&로봇,ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,21.55,0.80,-46.54,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=513484000000.0,,,
KR,469150,469150,ACE AI반도체TOP3+,ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,107.76,1.43,-43.71,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=1338546250000.0,,,
KR,469830,469830,SOL 초단기채권액티브,ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,3.63,-0.00,-0.05,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=1181807700000.0,,,
KR,471230,471230,KODEX 국고채10년액티브,ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,2.22,0.01,-9.75,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=642381260000.0,,,
KR,471990,471990,KODEX AI반도체핵심장비,ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,56.36,1.04,-51.07,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=529077500000.0,,,
KR,473290,473290,KODEX 26-12 회사채(AA-이상)액티브,ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,3.84,-0.00,-0.36,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=543491500000.0,,,
KR,474220,474220,TIGER 미국테크TOP10타겟커버드콜,ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,37.71,0.12,-30.04,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=523137000000.0,,,
KR,475630,475630,TIGER CD1년금리액티브(합성),ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,3.11,-0.00,0.00,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=1582380346500.0,,,
KR,475720,475720,RISE 200위클리커버드콜,ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,40.62,0.67,-22.42,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=947360000000.0,,,
KR,476550,476550,TIGER 미국30년국채커버드콜액티브(H),ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,-3.44,0.04,-14.76,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=953046000000.0,,,
KR,476800,476800,KODEX 한국부동산리츠인프라,ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,1.85,0.02,-16.20,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=522988500000.0,,,
KR,477080,477080,RISE CD금리액티브(합성),ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,3.03,-0.00,-0.01,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=1529929170000.0,,,
KR,479080,479080,1Q 머니마켓액티브,ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,3.41,-0.00,-0.01,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=916010350000.0,,,
KR,479520,479520,RISE KOFR금리액티브(합성),ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,2.94,-0.00,-0.02,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=995432730000.0,,,
KR,481050,481050,KODEX CD1년금리플러스액티브(합성),ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,2.92,-0.00,-0.20,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=2916941288000.0,,,
KR,481060,481060,KODEX 미국30년국채타겟커버드콜(합성 H),ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,-1.46,0.03,-14.64,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=852775000000.0,,,
KR,482730,482730,TIGER 미국S&P500타겟데일리커버드콜,ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,24.68,0.09,-19.19,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=585675000000.0,,,
KR,483280,483280,KODEX 미국AI테크TOP10타겟커버드콜,ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,34.89,0.19,-30.92,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=577500000000.0,,,
KR,484790,484790,KODEX 미국30년국채액티브(H),ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,-3.82,0.03,-15.85,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=631130500000.0,,,
KR,486290,486290,TIGER 미국나스닥100타겟데일리커버드콜,ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,27.86,0.17,-24.32,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=1693102500000.0,,,
KR,487230,487230,KODEX 미국AI전력핵심인프라,ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,68.31,0.45,-45.53,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=2090958000000.0,,,
KR,487240,487240,KODEX AI전력핵심설비,ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,145.85,1.34,-36.71,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=4693668000000.0,,,
KR,487340,487340,ACE 머니마켓액티브,ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,3.28,-0.00,-0.01,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=875999520000.0,,,
KR,488080,488080,TIGER 반도체TOP10레버리지,ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,214.15,2.86,-64.03,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=2223510000000.0,,,
KR,489250,489250,KODEX 미국배당다우존스,ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,21.54,-0.00,-13.27,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=551974500000.0,,,
KR,490590,490590,RISE 미국AI밸류체인데일리고정커버드콜,ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,65.33,0.37,-31.64,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=657793500000.0,,,
KR,491010,491010,TIGER 글로벌AI전력인프라액티브,ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,104.60,0.63,-42.12,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=818742000000.0,,,
KR,494300,494300,KODEX 미국나스닥100데일리커버드콜OTM,ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,25.84,0.10,-21.00,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=839343000000.0,,,
KR,494310,494310,KODEX 반도체레버리지,ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,483.32,2.75,-44.69,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=2997406000000.0,,,
KR,494670,494670,TIGER 조선TOP10,ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,101.66,0.43,-21.56,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=777006250000.0,,,
KR,494890,494890,KODEX 200액티브,ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,128.24,1.00,-20.98,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=1271277000000.0,,,
KR,495050,495050,RISE 코리아밸류업,ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,137.97,1.00,-20.31,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=1224940500000.0,,,
KR,495850,495850,KODEX 코리아밸류업,ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,137.26,0.99,-20.11,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=842247000000.0,,,
KR,496080,496080,TIGER 코리아밸류업,ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,136.24,1.00,-20.52,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=595439000000.0,,,
KR,497570,497570,TIGER 미국필라델피아AI반도체나스닥,ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,80.14,0.50,-38.65,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=1234410750000.0,,,
KR,498400,498400,KODEX 200타겟위클리커버드콜,ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,116.03,0.92,-19.91,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=5895183000000.0,,,
KR,498410,498410,KODEX 금융고배당TOP10타겟위클리커버드콜,ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,34.68,0.17,-20.81,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=761992000000.0,,,
KR,123320,123320,TIGER 레버리지,ETF,data_0338_20260524.xlsx,,core,medium,core,True,KR|ETF,review_required,25.80,2.10,-65.91,,확인 필요,review_required,,pykrx_price_close,review_required,dividend_review_required,seed_2000_source|data_0338_20260524.xlsx|market_cap=479220000000.0,,,
